,Price,Year,Make,Model,Kilometres
10293,53994,2025,kia,sorento,27
10294,11680,2015,mazda,mazda3,152225
10295,16988,2018,nissan,sentra,99654
10296,17885,2015,honda,accord,102795
10297,25995,2019,mercedes-benz,glc,142180
10298,26999,2020,mercedes-benz,gla,82076
10299,37002,2022,ram,1500,51871
10300,72998,2024,ram,2500,12426
10301,65985,2022,toyota,tundra,24962
10302,49812,2023,mercedes-benz,glb,2264
10303,14499,2016,mazda,cx-3,105000
10304,27995,2018,mercedes-benz,c-class,49000
10305,199997,2022,aston martin,dbx,10714
10306,41779,2023,bmw,x3,44912
10307,46999,2024,audi,q5,7031
10308,56500,2024,hyundai,palisade,10567
10309,10900,2014,kia,rondo,97124
10310,56940,2024,jeep,wrangler,0
10311,88712,2024,acura,mdx,10
10312,50500,2018,bmw,m2,67000
10313,15512,2016,land rover,discovery sport,162168
10314,40388,2022,acura,rdx,48442
10315,37688,2023,ford,maverick,35175
10316,7990,2016,ford,escape,214246
10317,16977,2018,kia,forte,50119
10318,17499,2019,volkswagen,jetta,143296
10319,9980,2014,volkswagen,tiguan,128593
10320,67385,2024,ford,f-150,0
10321,23776,2017,land rover,range rover evoque,65000
10322,42888,2019,land rover,range rover sport,113072
10323,18888,2019,hyundai,ioniq,133430
10324,21949,2023,mitsubishi,rvr,47016
10325,23994,2024,nissan,versa,15076
10326,26995,2020,ford,explorer,176596
10327,30097,2023,kia,sportage,28960
10328,35680,2024,hyundai,kona,35025
10329,38978,2022,chrysler,pacifica,71260
10330,38985,2022,jeep,grand cherokee wk,69015
10331,79900,2023,mercedes-benz,gle,9457
10332,29169,2021,toyota,rav4,82966
10333,44677,2021,ford,f-150,63963
10334,34999,2022,hyundai,veloster n,20223
10335,33244,2025,kia,seltos,90
10336,20950,2018,hyundai,santa fe sport,87868
10337,8988,2016,kia,forte 5-door,145747
10338,40680,2024,gmc,terrain,31556
10339,41999,2022,ford,f-150,89392
10340,46998,2023,infiniti,qx60,32273
10341,58473,2024,chrysler,pacifica,16
10342,49850,2023,jeep,grand cherokee,9800
10343,54000,2024,audi,a4,1415
10344,99998,2023,jeep,wrangler,3600
10345,38750,2018,mercedes-benz,gls,141000
10346,11995,2013,bmw,x3,155861
10347,6000,2007,mercedes-benz,e-class,200010
10348,38495,2020,ford,ranger,38291
10349,24907,2022,volkswagen,taos,95501
10350,59083,2024,gmc,sierra 1500,3274
10351,9888,2013,honda,pilot,209770
10352,22486,2016,jaguar,xf,71430
10353,15900,2015,infiniti,qx60,163800
10354,58911,2022,ram,1500,11206
10355,69877,2025,ram,1500,15
10356,17388,2014,mercedes-benz,glk-class,145820
10357,35898,2024,volkswagen,tiguan,18830
10358,34995,2023,hyundai,elantra hybrid,41310
10359,45995,2023,dodge,challenger,13711
10360,26450,2021,honda,cr-v,48990
10361,35444,2021,ford,f-150,105359
10362,69900,2013,chevrolet,corvette,15795
10363,45898,2021,audi,q7,79769
10364,98988,2022,chevrolet,corvette,5398
10365,20999,2019,kia,sorento,58152
10366,41990,2024,dodge,hornet,31
10367,49390,2025,mini,countryman,90
10368,56995,2022,ram,2500,160421
10369,10995,2016,kia,rio,124615
10370,19995,2016,scion,tc,74673
10371,43414,2024,gmc,terrain,10
10372,45898,2021,audi,q7,79769
10373,50498,2022,ram,1500,50127
10374,31998,2018,toyota,highlander,156652
10375,13765,2017,nissan,juke,102365
10376,47980,2023,volvo,xc60,23813
10377,54995,2022,ford,f-150,43558
10378,55998,2023,lincoln,nautilus,8240
10379,43495,2021,lexus,rc,40876
10380,106589,2021,mercedes-benz,gle,69828
10381,26883,2019,ford,mustang,71059
10382,57600,2025,bmw,x1,1000
10383,70120,2025,infiniti,qx60,25
10384,29900,2004,chevrolet,ssr,67858
10385,8888,2014,jeep,compass,121054
10386,67386,2024,volvo,s60,0
10387,56310,2024,ram,1500 classic,0
10388,23995,2018,cadillac,xt5,165864
10389,44000,2024,mini,convertible,2294
10390,88500,2023,mercedes-benz,e-class,6510
10391,15950,2017,volkswagen,beetle,146000
10392,18995,2021,mazda,mazda3,63820
10393,29888,2012,ford,mustang,59007
10394,40997,2022,ford,mustang,58251
10395,13942,2008,mitsubishi,eclipse,98521
10396,23900,2020,ford,escape,89000
10397,38392,2023,ford,maverick,27383
10398,75499,2024,lexus,is,5957
10399,43595,2023,jeep,wrangler,37717
10400,75512,2022,jeep,grand wagoneer,30303
10401,146539,2024,mercedes-benz,gls,90
10402,37995,2022,dodge,durango,50222
10403,66094,2024,kia,telluride,10
10404,36856,2021,acura,rdx,70014
10405,24590,2019,hyundai,santa fe,82250
10406,34995,2023,nissan,maxima,62720
10407,85900,2024,porsche,macan,13029
10408,6990,2013,volkswagen,passat,252357
10409,6990,2013,hyundai,elantra,160205
10410,14989,2017,nissan,rogue,122920
10411,53888,2022,lexus,rx,33410
10412,64888,2021,alfa romeo,stelvio,63800
10413,84987,2016,mercedes-benz,sl-class,43858
10414,49999,2024,volvo,xc40,37315
10415,35750,2021,ford,ranger,84051
10416,57765,2024,ford,ranger,10
10417,50176,2023,genesis,g80,36080
10418,26995,2018,ram,2500,97000
10419,27999,2018,ford,f-150,114737
10420,66060,2024,jeep,wrangler,0
10421,64738,2025,ram,1500,0
10422,12888,2012,honda,civic,129251
10423,60348,2024,dodge,hornet,10
10424,29997,2023,nissan,qashqai,37488
10425,36999,2021,ford,mustang,37991
10426,58922,2023,lexus,rx,24339
10427,69995,2016,alfa romeo,4c coupe,19300
10428,69698,2023,mercedes-benz,e-class,16978
10429,94988,2024,bmw,x5,11000
10430,43531,2022,mercedes-benz,glc,27301
10431,7241,2014,jeep,wrangler,215000
10432,47491,2024,hyundai,ioniq 6,28676
10433,46888,2019,land rover,range rover velar,48480
10434,24408,2020,ford,f-150,175182
10435,73090,2024,mercedes-benz,c-class,2700
10436,33294,2025,kia,sportage,12
10437,38988,2021,ford,explorer,43653
10438,26996,2023,chevrolet,bolt euv,117284
10439,58999,2024,jeep,wrangler,12224
10440,32988,2021,jeep,grand cherokee,80818
10441,49281,2023,dodge,durango,16527
10442,131364,2025,gmc,hummer ev suv,7
10443,66200,2017,mercedes-benz,sl-class,59892
10444,29495,2020,audi,a4,23085
10445,64473,2019,land rover,range rover,41452
10446,19999,2016,audi,q5,114816
10447,88995,2022,audi,sq8,44195
10448,70120,2025,infiniti,qx60,25
10449,44307,2023,cadillac,xt5,12981
10450,36888,2021,subaru,forester,64555
10451,79995,2023,jeep,grand cherokee,14000
10452,33588,2021,acura,rdx,91901
10453,18912,2018,nissan,rogue,108076
10454,29273,2019,lincoln,nautilus,75000
10455,31850,2020,ram,1500 classic,96829
10456,48750,2022,audi,q5,43985
10457,30592,2021,bmw,2 series,75654
10458,31499,2022,honda,cr-v,33776
10459,38998,2022,bmw,x3,79344
10460,33798,2019,mercedes-benz,glc,62250
10461,53994,2025,kia,sorento,173
10462,14000,2008,toyota,tacoma,296000
10463,12000,2013,scion,fr-s,79650
10464,26998,2019,volkswagen,arteon,65019
10465,22999,2012,chevrolet,camaro,85258
10466,69800,2024,jeep,grand cherokee,1076
10467,46895,2021,audi,q7,71554
10468,71352,2022,mercedes-benz,gle,36822
10469,33948,2017,ram,1500,77856
10470,39999,2021,subaru,ascent,35367
10471,89421,2024,jeep,gladiator,26
10472,74488,2021,audi,rs 5,40432
10473,39215,2021,jeep,wrangler,71582
10474,23885,2018,honda,odyssey,181000
10475,25490,2022,nissan,qashqai,17070
10476,23988,2017,gmc,sierra 1500,174984
10477,45777,2022,audi,q4 e-tron,35289
10478,48995,2024,kia,sorento,6633
10479,63888,2024,chrysler,pacifica hybrid,1221
10480,18998,2013,lexus,es,144346
10481,62995,2023,mercedes-benz,glc,18000
10482,39995,2021,ford,mustang mach-e,41970
10483,32898,2017,honda,ridgeline,65873
10484,30369,2024,mitsubishi,eclipse cross,16211
10485,27907,2020,audi,a4,80131
10486,27777,2020,jeep,cherokee,94117
10487,31990,2024,mazda,mazda3,4049
10488,8490,2012,mazda,mazda3,126000
10489,11484,2014,chevrolet,trax,114698
10490,32980,2022,jeep,compass,23526
10491,65652,2024,mercedes-benz,c-class,3316
10492,49997,2022,jeep,grand cherokee,103299
10493,19995,2018,mercedes-benz,cla,125000
10494,34950,2022,ford,mustang,59144
10495,24898,2016,acura,rdx,157327
10496,17489,2020,ford,ecosport,48466
10497,27980,2015,ford,mustang,91705
10498,49399,2025,hyundai,tucson hybrid,0
10499,17999,2016,mazda,cx-5,137082
10500,22999,2018,ram,1500,173225
10501,18659,2019,ford,edge,95153
10502,58989,2022,volvo,xc60,21250
10503,56700,2024,bmw,3 series,8000
10504,83992,2022,mercedes-benz,gls,55088
10505,103900,2023,ford,f-350,9516
10506,19695,2014,toyota,camry,65698
10507,8990,2016,mazda,mazda3,206015
10508,28995,2022,hyundai,santa fe,85694
10509,19507,2017,toyota,corolla,116213
10510,15818,2015,kia,sorento,99487
10511,59337,2023,ram,1500 classic,0
10512,22998,2020,toyota,corolla,95886
10513,28219,2023,ford,escape,61584
10514,11999,2012,gmc,terrain,147566
10515,18995,2017,hyundai,santa fe sport,131504
10516,22250,2020,hyundai,kona,65425
10517,38989,2024,hyundai,kona electric,4367
10518,33812,2022,jeep,compass,23042
10519,17888,2021,nissan,sentra,77677
10520,23262,2019,bmw,x2,72508
10521,33777,2024,gmc,terrain,18931
10522,29999,2024,toyota,corolla,32880
10523,33995,2022,ford,edge,44177
10524,34990,2024,honda,civic sedan,4810
10525,36962,2022,bmw,x3,83486
10526,48855,2021,jeep,grand cherokee l,67475
10527,33885,2019,cadillac,escalade,229000
10528,33885,2019,land rover,range rover evoque,229000
10529,33885,2019,chevrolet,corvette,229000
10530,33885,2019,jeep,grand cherokee l,229000
10531,33885,2019,bmw,2 series,229000
10532,33885,2019,jeep,wrangler,229000
10533,33885,2019,bmw,x2,229000
10534,33885,2019,acura,mdx,229000
10535,33885,2019,kia,seltos,229000
10536,33885,2019,honda,pilot,229000
10537,33885,2019,gmc,savana cargo van,229000
10538,33885,2019,ford,explorer,229000
10539,24690,2021,hyundai,tucson,17014
10540,25988,2022,toyota,c-hr,102246
10541,63572,2024,honda,prologue,99
10542,41995,2021,jeep,wrangler,66609
10543,44995,2024,mazda,cx-90 mhev,40025
10544,30490,2022,honda,accord hybrid,124723
10545,19985,2021,kia,soul,40569
10546,63983,2023,jeep,grand cherokee,15799
10547,19888,2018,mazda,mazda3,49000
10548,21900,2018,nissan,murano,133863
10549,67537,2023,mercedes-benz,e-class,16317
10550,51688,2023,ram,1500 classic,19434
10551,41800,2020,audi,q7,58530
10552,182998,2022,mercedes-benz,sl-class,4063
10554,47999,2023,cadillac,ct5,11140
10555,34889,2020,buick,enclave,98251
10556,41890,2018,cadillac,escalade esv,138980
10557,132998,2023,porsche,718 boxster,5677
10558,55888,2019,mercedes-benz,e-class,65000
10559,89795,2023,mercedes-benz,eqe,27250
10560,16332,2019,subaru,ascent,250223
10561,8995,2017,mitsubishi,mirage,70292
10562,15999,2017,hyundai,tucson,94495
10563,29975,2021,ram,1500 classic,91578
10564,89910,2023,bmw,m4,62661
10565,14800,2015,infiniti,qx60,173184
10566,19598,2021,kia,soul,77324
10567,23995,2015,toyota,sienna,154632
10568,29907,2018,audi,a6,70958
10569,30595,2022,jeep,cherokee,70108
10570,11795,2019,kia,rio5,113321
10571,70223,2024,jeep,gladiator,21
10572,15994,2017,kia,sorento,109823
10573,44699,2024,ford,bronco sport,78
10574,25999,2018,mitsubishi,outlander,37235
10575,104645,2024,ford,expedition,997
10576,27345,2020,hyundai,elantra gt,81369
10577,12950,2014,mercedes-benz,c-class,176645
10578,23496,2018,toyota,c-hr,87897
10579,45487,2024,nissan,rogue,1196
10580,80995,2024,ram,3500,70
10581,30995,2021,cadillac,xt4,76183
10582,9888,2016,ford,focus,82549
10583,40490,2022,honda,odyssey,54262
10584,44997,2022,infiniti,qx55,22204
10585,41482,2024,ford,bronco sport,52
10586,44787,2024,volkswagen,golf gti,90
10587,66094,2024,kia,telluride,10
10588,12000,2013,ford,f-150,204909
10589,48495,2023,jeep,grand cherokee,30373
10590,26988,2017,ford,edge,43000
10591,35498,2022,chevrolet,silverado 1500,198652
10592,44994,2023,jeep,grand cherokee,20410
10593,51995,2021,chevrolet,silverado 1500,118815
10594,50665,2024,nissan,pathfinder,8080
10595,43995,2023,toyota,rav4,27902
10596,27895,2014,dodge,challenger,60698
10597,17500,2016,dodge,grand caravan,79801
10598,39903,2022,chevrolet,silverado 1500 ltd,104573
10599,42957,2023,nissan,rogue,20079
10600,13499,2013,acura,rdx,195085
10601,41500,2013,chevrolet,2500,181935
10602,42999,2018,ford,f-250,56478
10603,33995,2015,ram,3500,203000
10604,12500,2016,mazda,cx-3,183000
10605,69653,2025,ram,1500,0
10606,43888,2023,jeep,wrangler,21702
10607,11999,2017,chevrolet,equinox,121870
10608,38532,2019,ram,1500,117433
10609,55895,2023,jeep,grand cherokee l,18542
10610,51798,2024,honda,cr-v hybrid,9690
10611,23985,2017,bmw,3 series,58332
10612,13280,2014,volkswagen,jetta,69854
10613,34998,2024,nissan,rogue,9985
10614,15999,2018,hyundai,elantra gt,137058
10615,42678,2021,jeep,grand cherokee l,71439
10616,9595,2017,nissan,sentra,127356
10617,31172,2018,audi,a7,94372
10618,88140,2024,ford,mustang,33
10619,32950,2020,kia,telluride,87048
10620,29198,2019,volkswagen,tiguan,102589
10621,13980,2010,chevrolet,camaro,123693
10622,53999,2023,infiniti,qx60,27254
10623,24985,2018,chevrolet,colorado,78945
10624,42499,2022,jeep,grand cherokee wk,34021
10625,49985,2023,mercedes-benz,glb,23917
10626,46991,2023,audi,a4,12048
10627,47716,2024,volkswagen,golf r,13250
10628,26888,2017,lexus,nx,80642
10629,60995,2021,mercedes-benz,c-class,49422
10630,21499,2020,volkswagen,tiguan,108502
10631,23895,2022,hyundai,elantra,65467
10632,91900,2024,mercedes-benz,gle,8100
10633,91900,2024,audi,s5,8100
10634,50850,2020,gmc,sierra 1500,98192
10635,57995,2020,audi,s5,62022
10636,57995,2020,mini,3 door,62022
10637,113820,2024,audi,e-tron gt,90
10638,36215,2024,toyota,camry,20311
10639,24712,2017,dodge,durango,155981
10640,68950,2024,jeep,wrangler,8121
10641,32643,2022,chrysler,pacifica,88211
10642,17298,2019,nissan,sentra,19147
10643,63982,2024,dodge,durango,1949
10644,19498,2016,honda,cr-v,87300
10645,36944,2018,mercedes-benz,gle,72683
10646,45688,2023,ram,1500 classic,13955
10647,38861,2020,toyota,highlander,111450
10648,66908,2024,gmc,sierra 1500,5
10649,6990,2014,volkswagen,tiguan,175265
10650,71991,2023,gmc,yukon xl,26425
10651,27995,2020,kia,sedona,83901
10652,19489,2019,hyundai,tucson,97025
10653,85245,2021,dodge,durango,28777
10654,31790,2021,honda,pilot,84888
10655,28980,2023,toyota,corolla,35798
10656,44980,2019,ford,e-series cutaway,113295
10657,36598,2022,audi,q5,81860
10658,14995,2017,hyundai,elantra,86301
10659,16800,2017,bmw,3 series,167915
10660,29998,2018,jeep,grand cherokee,81231
10661,52999,2023,lincoln,nautilus,16431
10662,32750,2022,volkswagen,atlas cross sport,65791
10663,28997,2023,honda,hr-v,36385
10664,44850,2022,ram,1500,75285
10665,81995,2023,bmw,x5,33074
10666,47750,2024,audi,q3,5818
10667,40768,2025,chevrolet,trailblazer,51
10668,39998,2022,ram,1500,111856
10669,17495,2018,toyota,corolla,140702
10670,74566,2024,jeep,gladiator,24
10671,33990,2023,nissan,qashqai,7315
10672,16900,2015,volkswagen,passat,145665
10673,37310,2024,ford,bronco sport,6630
10674,57050,2024,jeep,wrangler,0
10675,42365,2024,gmc,terrain,8
10676,29795,2020,ford,explorer,184114
10677,72213,2024,gmc,sierra 1500,5872
10678,23988,2018,lincoln,mkc,69932
10679,19777,2021,nissan,kicks,38000
10680,32498,2022,mercedes-benz,a-class,73592
10681,25990,2023,buick,encore,34639
10682,38995,2020,ford,f-150,57529
10683,67795,2022,dodge,durango,43865
10684,4777,2012,kia,forte5,240015
10685,59488,2022,infiniti,qx80,50168
10686,21500,2019,ford,edge,100896
10687,37549,2024,mitsubishi,eclipse cross,2020
10688,52995,2022,gmc,sierra 1500,87912
10689,5500,2016,chevrolet,trax,249504
10690,36900,2017,bmw,x5,135270
10691,32845,2025,mazda,mazda3,22
10692,50990,2021,chevrolet,silverado 1500,45011
10693,43995,2019,audi,e-tron,78817
10694,23995,2017,ford,mustang,57254
10695,19989,2018,kia,sedona,109085
10696,39931,2023,ram,1500 classic,24117
10697,29999,2018,ford,f-150,94472
10698,48455,2021,ram,1500,117884
10699,15995,2016,nissan,rogue,96392
10700,65472,2024,mercedes-benz,c-class,2044
10701,29888,2022,honda,hr-v,58560
10702,39744,2022,ford,explorer,48134
10703,55408,2024,ford,f-150,20
10704,43499,2021,gmc,canyon,85477
10705,83674,2024,chevrolet,silverado 1500,7035
10706,19880,2019,hyundai,tucson,88315
10707,108203,2024,gmc,yukon,10
10708,39990,2024,acura,integra,27589
10709,74500,2024,gmc,sierra 1500,9348
10710,51617,2024,volvo,s60,6973
10711,44990,2023,kia,sorento,9561
10712,28898,2020,land rover,discovery sport,75605
10713,43256,2023,hyundai,santa fe,17554
10714,25298,2023,mitsubishi,rvr,27787
10715,17995,2015,volkswagen,tiguan,72397
10716,54550,2023,toyota,rav4 prime,18863
10717,57599,2023,infiniti,q50,8287
10718,103207,2022,porsche,cayenne,7300
10719,10000,2015,cadillac,srx,185415
10720,62900,2023,audi,q7,12995
10721,38995,2020,audi,q5,79849
10722,79646,2023,ford,expedition,35176
10723,40995,2022,audi,q5,71969
10724,16950,2016,honda,odyssey,177000
10725,3999899,2022,lamborghini,countach,334
10726,19995,2019,jeep,compass,112534
10727,20500,2021,hyundai,venue,35391
10728,20998,2021,hyundai,elantra,91579
10729,28995,2024,volkswagen,taos,8300
10730,31995,2022,chevrolet,bolt euv,63671
10731,34699,2022,ford,unspecified,35604
10732,31628,2024,kia,seltos,8900
10733,23488,2019,honda,hr-v,51875
10734,25998,2020,audi,q3,74118
10735,94495,2024,audi,q7,11175
10736,18007,2015,chrysler,town %26 country,180762
10737,81999,2024,toyota,tundra,25569
10738,36850,2023,audi,a4,55140
10739,38515,2021,jeep,grand cherokee,45382
10740,39995,2023,ford,explorer,60629
10741,41696,2022,chevrolet,silverado 1500,53333
10742,28393,2023,subaru,crosstrek,45270
10743,10995,2014,audi,a4,159154
10744,40757,2024,mitsubishi,eclipse cross,8
10745,39998,2021,volvo,xc90,71300
10746,27048,2020,subaru,brz,16638
10747,32495,2021,honda,pilot,66280
10748,22922,2022,hyundai,elantra,21500
10749,81999,2015,mercedes-benz,g-class,94774
10750,50999,2023,mercedes-benz,glb,11486
10751,35598,2022,chrysler,300,86868
10752,59999,2021,mercedes-benz,e-class,58150
10753,43995,2023,jeep,grand cherokee l,25228
10754,59132,2024,dodge,durango,0
10755,68267,2023,dodge,charger,186
10756,26098,2024,nissan,sentra,0
10757,2900,2013,ford,c-max,230002
10758,10999,2013,dodge,grand caravan,164700
10759,15950,2016,mercedes-benz,c-class,174000
10760,36995,2023,chrysler,pacifica,85011
10761,53856,2023,toyota,highlander,27339
10762,23495,2015,lexus,is,132501
10763,64995,2022,toyota,tundra,39871
10764,6990,2013,hyundai,genesis,190688
10765,45333,2023,volkswagen,atlas,56643
10766,8990,2015,mazda,mazda3,164303
10767,16994,2022,mitsubishi,mirage,20149
10768,38998,2023,jeep,cherokee,13651
10769,14876,2016,dodge,grand caravan,152584
10770,44165,2024,audi,q3,10355
10771,39110,2024,ford,bronco sport,659
10772,76985,2024,ford,f-150,12
10773,45994,2025,kia,sorento,24
10774,7990,2016,ford,escape,214246
10775,9880,2011,honda,pilot,207605
10776,56901,2022,ram,1500,36213
10777,41699,2022,bmw,x3,57073
10778,49777,2023,jeep,grand cherokee l,22478
10779,36000,2023,toyota,rav4,48800
10780,19500,2019,hyundai,santa fe,109517
10781,26495,2019,ram,1500 classic,164554
10782,41995,2020,mercedes-benz,c-class,50846
10783,25995,2017,subaru,forester,105324
10784,25950,2021,infiniti,qx50,89272
10785,37730,2022,bmw,x3,80798
10786,25995,2021,volkswagen,tiguan,50100
10787,13697,2015,hyundai,genesis,175840
10788,24184,2019,volkswagen,jetta,51706
10789,29208,2016,volvo,xc90,79118
10790,13900,2016,hyundai,tucson,154219
10791,97888,2023,ford,f-150,21916
10792,15596,2017,jeep,patriot,64145
10793,28488,2023,nissan,rogue,40423
10794,52888,2021,ford,mustang,10636
10795,11488,2012,toyota,corolla,163250
10796,34699,2022,ford,unspecified,35604
10797,34900,2021,audi,a4,66537
10798,30193,2022,chevrolet,bolt euv,45116
10799,24688,2020,audi,q5,82141
10800,21995,2020,toyota,corolla,102537
10801,79646,2023,ford,expedition,35176
10802,28985,2018,ford,transit cargo van,166000
10803,16000,2017,bmw,x1,160000
10804,64228,2024,nissan,z,25
10805,23988,2019,nissan,murano,99095
10806,30999,2019,jeep,wrangler,85495
10807,49995,2024,jeep,wrangler,9000
10808,46860,2021,gmc,sierra 1500,80929
10809,54911,2021,chevrolet,camaro,11537
10810,53300,2022,mercedes-benz,glc,52607
10811,68561,2024,jeep,wrangler,28
10812,21490,2018,toyota,prius prime,79811
10813,44489,2023,chrysler,pacifica,12352
10814,35998,2021,jeep,wrangler,76765
10815,33980,2023,hyundai,kona electric,8085
10816,38980,2024,kia,sorento,7360
10817,59460,2024,jeep,wrangler,0
10818,48019,2024,ford,escape,5
10819,26587,2022,hyundai,kona,68845
10820,53990,2024,nissan,pathfinder,7478
10821,58888,2023,lexus,rx,15072
10822,28995,2020,mercedes-benz,c-class,64929
10823,46897,2021,toyota,rav4 prime,52999
10824,20496,2021,nissan,kicks,54485
10825,33895,2018,jeep,grand cherokee,132238
10826,28995,2021,cadillac,xt4,63885
10827,41988,2020,ram,1500,88995
10828,48888,2023,infiniti,qx55,12489
10829,6477,2016,hyundai,elantra,172445
10830,30888,2019,nissan,pathfinder,61373
10831,21997,2022,nissan,sentra,44309
10832,23994,2020,buick,encore,72850
10833,25499,2020,mazda,cx-5,43750
10834,56039,2024,ford,bronco sport,19
10835,72340,2024,ford,explorer,5646
10836,26950,2020,toyota,c-hr,68384
10837,23888,2021,kia,sportage,60629
10838,58035,2024,jeep,wrangler,0
10839,28325,2023,kia,sportage,55933
10840,40999,2022,jeep,grand cherokee wk,36440
10841,62905,2021,ram,1500,41216
10842,47995,2020,honda,civic type r,27872
10843,34999,2023,ford,mustang,31994
10844,60496,2024,bmw,x1,14799
10845,79990,2022,jeep,grand wagoneer,34584
10846,5995,2013,ford,focus,173569
10847,35880,2022,bmw,x3,60791
10848,79900,2024,chevrolet,silverado 1500,11343
10849,50331,2023,ram,1500 classic,0
10850,45990,2024,nissan,rogue,7726
10851,64394,2024,kia,ev6,24
10852,83812,2023,gmc,sierra 2500,57554
10853,38821,2022,ford,ranger,53118
10854,19980,2015,bmw,4 series,162917
10855,28795,2023,kia,sportage,63550
10856,25888,2012,chevrolet,camaro,77664
10857,79800,2023,bmw,x5,38999
10858,21888,2018,subaru,forester,110005
10859,15489,2015,acura,rdx,131904
10860,28490,2017,jeep,grand cherokee,108075
10861,58989,2022,volvo,xc60,21250
10862,30581,2020,mercedes-benz,c-class,91196
10863,36777,2020,jeep,wrangler,54253
10864,25950,2023,mitsubishi,rvr,33090
10865,50995,2024,kia,ev6,2941
10866,79900,2024,bmw,5 series,2000
10867,14500,2016,infiniti,unspecified,91000
10868,60912,2024,chrysler,pacifica,4100
10869,64999,2020,land rover,range rover,59100
10870,14995,2012,jeep,grand cherokee,169167
10871,19990,2018,volkswagen,passat,75570
10872,60569,2024,hyundai,palisade,14978
10873,66395,2024,ford,explorer,16000
10874,53000,2022,ram,1500,32554
10875,37017,2023,kia,sorento,40378
10876,18995,2018,nissan,altima,79258
10877,46995,2022,gmc,sierra 1500,49779
10878,56039,2024,ford,bronco sport,19
10879,51998,2022,lexus,rx,19649
10880,41336,2024,ford,escape,16
10881,45777,2017,land rover,range rover sport,97500
10882,26950,2020,toyota,c-hr,68384
10883,17999,2013,mercedes-benz,e-class,76400
10884,22995,2016,ram,1500,110667
10885,26595,2018,gmc,sierra 1500,164982
10886,16995,2018,gmc,terrain,137220
10887,8000,2016,nissan,rogue,254513
10888,79980,2024,ram,1500,9080
10889,14950,2016,mazda,mazda3,41000
10890,52888,2021,mercedes-benz,gle,91000
10891,12000,2015,hyundai,elantra,90570
10892,17480,2018,gmc,terrain,173157
10893,38500,2020,acura,mdx,62512
10894,38509,2023,nissan,murano,13311
10895,79995,2023,land rover,discovery,1498
10896,37998,2021,jeep,wrangler,67115
10897,42905,2023,jeep,grand cherokee,73124
10898,59340,2021,toyota,gr supra,23591
10899,26348,2024,nissan,sentra,0
10900,35903,2019,ram,1500,126706
10901,14979,2019,hyundai,ioniq,153519
10902,9495,2010,subaru,forester,145000
10903,13888,2018,hyundai,elantra,64025
10904,31850,2021,ram,1500 classic,77465
10905,23888,2017,ford,f-150,148815
10906,8990,2014,ford,escape,142152
10907,8900,2007,ford,escape,103547
10908,19990,2019,honda,clarity plug-in hybrid,136201
10909,24999,2019,gmc,acadia,113786
10910,25999,2018,cadillac,cts,99993
10911,47995,2024,volkswagen,golf r,8111
10912,95895,2021,bmw,m5,48126
10913,24498,2023,toyota,corolla,62508
10914,31995,2021,audi,q5,66679
10915,17950,2016,mercedes-benz,cla,135250
10916,38999,2021,ford,explorer,102960
10917,57995,2022,ram,2500,105270
10918,60752,2024,jeep,wrangler,0
10919,13489,2011,jeep,wrangler,84549
10920,66999,2021,chevrolet,suburban,60573
10921,18907,2019,honda,civic sedan,110651
10922,12995,2019,mitsubishi,outlander phev,199946
10923,38999,2022,gmc,acadia,80400
10924,20994,2021,nissan,sentra,58140
10925,94986,2024,gmc,sierra 1500,15
10926,24990,2020,subaru,outback,77638
10927,53995,2022,toyota,tundra,17870
10928,41685,2022,volkswagen,atlas,72200
10929,30950,2023,honda,hr-v,39000
10930,39999,2022,chrysler,pacifica,75150
10931,57999,2024,toyota,sienna,9550
10932,18899,2018,mazda,mazda3,112899
10933,23995,2022,kia,sportage,66024
10934,42424,2023,hyundai,kona n,144
10935,68894,2024,kia,ev6,16
10936,38222,2023,kia,sorento,35475
10937,19198,2017,ford,mustang,122772
10938,45999,2022,ram,1500,1096
10939,25997,2023,nissan,rogue,72242
10940,23499,2021,mazda,cx-5,76539
10941,6990,2016,chevrolet,cruze,180680
10942,12987,2017,ford,focus,76453
10943,26900,2020,nissan,rogue,80603
10944,29998,2023,hyundai,kona electric,57034
10945,35998,2024,kia,sportage,12317
10946,38900,2020,acura,mdx,71817
10947,34929,2020,mercedes-benz,c-class,71238
10948,34615,2021,dodge,charger,40636
10949,37290,2024,hyundai,kona,13377
10950,17990,2017,ford,escape,129853
10951,38999,2020,toyota,unspecified,89750
10952,38999,2020,nissan,rogue,89750
10953,59900,1989,ford,bronco,89299
10954,36997,2022,jeep,cherokee,49994
10955,46888,2023,chevrolet,silverado 1500,41032
10956,26997,2022,audi,q3,110641
10957,32495,2023,chevrolet,bolt euv,12627
10958,19988,2015,kia,sorento,65217
10959,48388,2023,jeep,grand cherokee,17500
10960,5990,2011,honda,accord,251054
10961,94995,2024,gmc,sierra 2500,17524
10962,29900,2023,nissan,rogue,63638
10963,24448,2021,mazda,cx-30,44929
10964,31419,2019,ford,f-150,107999
10965,61600,2024,ram,1500,16727
10966,61600,2024,ford,f-150,16727
10967,61600,2024,toyota,rav4 prime,16727
10968,61600,2024,ford,f-150,16727
10969,12995,2017,mitsubishi,rvr,204250
10970,17000,2011,dodge,1-2 ton trucks,195000
10971,26998,2018,bmw,4 series,94400
10972,77995,2020,mercedes-benz,gls,69691
