,Price,Year,Make,Model,Kilometres
37708,28998,2019,ford,edge,34641
37709,34888,2021,lexus,nx,32454
37710,36596,2024,honda,hr-v,2800
37711,38999,2021,ford,explorer,102960
37712,49407,2022,ram,2500,91347
37713,29395,2020,subaru,outback,66000
37714,24788,2020,nissan,rogue,28795
37715,51988,2024,ford,mustang,17
37716,109995,2017,porsche,911,56444
37717,23299,2021,kia,seltos,36376
37718,55745,2024,ford,f-150,23
37719,73995,2024,audi,sq5,11578
37720,33798,2019,mercedes-benz,glc,62250
37721,66995,2023,ram,2500,22706
37722,51025,2020,ram,1500,69957
37723,7990,2016,hyundai,accent,172264
37724,17495,2022,chevrolet,spark,71617
37725,37998,2019,infiniti,qx80,59897
37726,37958,2020,toyota,rav4,36710
37727,55504,2022,volvo,xc90,74584
37728,22476,2022,ford,ecosport,17639
37729,29495,2023,ford,edge,76965
37730,23659,2021,mazda,cx-3,83547
37731,41995,2023,ford,explorer,50235
37732,13990,2015,toyota,highlander,345765
37733,45495,2021,audi,s5,74176
37734,18688,2019,honda,civic sedan,110651
37735,19995,2022,hyundai,elantra,45170
37736,31200,2017,ford,f-150,164751
37737,36721,2022,ford,mustang,19850
37738,38500,2023,kia,sportage,18440
37739,13995,2016,chevrolet,equinox,140250
37740,47746,2022,jeep,grand cherokee l,30762
37741,22495,2016,mercedes-benz,glc,74454
37742,85778,2024,gmc,sierra 1500,17
37743,47999,2021,land rover,range rover sport,62839
37744,23420,2017,ford,mustang,57845
37745,40094,2015,chevrolet,camaro,15625
37746,59744,2024,kia,ev6,8572
37747,24388,2017,toyota,rav4,114000
37748,27990,2023,hyundai,elantra,56378
37749,48269,2024,dodge,hornet,46
37750,62493,2024,cadillac,xt4,10
37751,38999,2023,hyundai,ioniq 5,54161
37752,39850,2021,ford,bronco,49618
37753,17789,2017,mini,cooper 3 door,60090
37754,18995,2020,hyundai,elantra,79216
37755,29900,2022,dodge,charger,77898
37756,58492,2023,ram,1500 classic,0
37757,24207,2012,toyota,tundra,142122
37758,74115,2024,ram,3500,0
37759,34986,2020,ram,1500,93030
37760,52970,2024,volkswagen,golf r,13
37761,43995,2022,toyota,rav4,59900
37762,61500,2024,dodge,hornet,1626
37763,79222,2024,jeep,wrangler,12
37764,18998,2013,ford,f-150,130891
37765,31888,2011,bmw,m3,141500
37766,29369,2022,ford,edge,82970
37767,52980,2024,chevrolet,silverado 1500,26
37768,59756,2021,gmc,sierra 1500,54256
37769,23900,2012,bmw,6 series,98147
37770,48000,2023,chrysler,pacifica,24750
37771,22000,2022,hyundai,elantra,71906
37772,44374,2022,volvo,xc60,32011
37773,87981,2023,mercedes-benz,e-class,8860
37774,9500,2016,dodge,grand caravan,187200
37775,32959,2022,volkswagen,golf gti,41238
37776,7990,2012,honda,cr-v,258463
37777,38894,2025,kia,sportage,15
37778,26348,2024,nissan,sentra,0
37779,6399,2011,kia,sorento,195106
37780,19999,2020,kia,sportage,80350
37781,95888,2023,mercedes-benz,eqe,5980
37782,113435,2024,ford,expedition,0
37783,18994,2021,hyundai,elantra,90178
37784,18995,2019,ford,escape,79886
37785,66632,2024,bmw,x2,90
37786,20704,2018,toyota,corolla im,81310
37787,21995,2020,hyundai,santa fe,88997
37788,40824,2023,ram,1500 classic,12294
37789,69007,2024,jeep,wrangler,24
37790,78999,2024,jeep,wrangler,23
37791,17888,2021,nissan,qashqai,76968
37792,10998,2016,dodge,journey,146196
37793,74992,2024,ram,1500,0
37794,73995,2024,ford,f-150,75
37795,31950,2023,nissan,qashqai,21417
37796,20897,2020,ford,ecosport,56000
37797,28822,2022,ford,escape,34684
37798,61433,2024,acura,integra,4190
37799,109890,2024,ford,f-350,38
37800,18995,2017,mercedes-benz,gla,103000
37801,20994,2019,kia,niro,98432
37802,35995,2022,honda,passport,91960
37803,38399,2024,hyundai,tucson,25
37804,18198,2019,ford,escape,109806
37805,43500,2023,audi,q5,50067
37806,66612,2016,dodge,challenger,44656
37807,18995,2011,porsche,cayenne,170762
37808,67820,2025,infiniti,qx60,25
37809,59270,2024,ford,f-150,11874
37810,24995,2022,toyota,corolla,95303
37811,24499,2020,honda,civic hatchback,70457
37812,30774,2024,volkswagen,taos,4455
37813,44900,2022,ram,1500 classic,70651
37814,75222,2024,jeep,wrangler,0
37815,102976,2024,gmc,yukon,52
37816,31888,2022,jeep,cherokee,73277
37817,41495,2022,honda,odyssey,83516
37818,46429,2021,ford,f-150,99383
37819,17496,2015,subaru,outback,99453
37820,62344,2024,chevrolet,blazer,10352
37821,32900,2019,ram,1500 classic,100856
37822,64995,2024,ram,2500,16628
37823,62700,2024,ram,1500 classic,0
37824,1990,2007,hyundai,santa fe,210698
37825,21888,2023,hyundai,venue,27145
37826,32540,2022,chrysler,grand caravan,92785
37827,31588,2023,kia,sportage,42134
37828,111424,2024,gmc,sierra 2500,10
37829,56500,2022,bmw,x3,35916
37830,25450,2022,toyota,corolla,66000
37831,7990,2014,hyundai,elantra,133865
37832,26995,2017,jeep,grand cherokee,92699
37833,29444,2024,toyota,corolla,26495
37834,27412,2020,chevrolet,blazer,171507
37835,86995,2022,mercedes-benz,eqs,23509
37836,37321,2018,land rover,range rover velar,73260
37837,39066,2025,honda,civic,88
37838,8495,2009,honda,accord sedan,164000
37839,27412,2020,chevrolet,blazer,171507
37840,11500,2015,bmw,x1,146000
37841,32450,2020,mercedes-benz,glc,93000
37842,29995,2020,mercedes-benz,c-class,84851
37843,33991,2024,gmc,terrain,14704
37844,24995,2022,hyundai,kona,115917
37845,28777,2021,audi,q3,77900
37846,38785,2024,mazda,cx-5,21381
37847,17995,2019,nissan,rogue,117440
37848,88070,2024,infiniti,qx80,25
37849,40594,2025,kia,sportage,23
37850,65144,2024,kia,ev6,33
37851,65000,2022,jeep,grand cherokee,12350
37852,56987,2018,gmc,sierra 3500hd,77892
37853,17995,2019,nissan,rogue,117440
37854,29880,2017,lexus,rx,122773
37855,18888,2019,hyundai,ioniq,133430
37856,34988,2023,jeep,compass,19000
37857,26499,2020,nissan,maxima,68700
37858,23295,2015,bmw,6 series,161098
37859,71394,2024,cadillac,xt6,20
37860,22995,2017,acura,tlx,83662
37861,49500,2020,ram,1500,112360
37862,47228,2024,nissan,rogue,209
37863,32645,2025,kia,seltos,20
37864,69800,2006,bmw,m5,57252
37865,30328,2022,nissan,rogue,45073
37866,25685,2020,buick,envision,89674
37867,115551,2025,bmw,x5,90
37868,87440,2024,ram,3500,0
37869,38888,2022,mercedes-benz,cla,31000
37870,49950,2017,mercedes-benz,gle,104214
37871,11495,2014,mazda,mazda5,127000
37872,18950,2018,hyundai,santa fe sport,78900
37873,36295,2022,kia,carnival,63678
37874,399321,1997,porsche,911,36118
37875,63367,2022,toyota,tundra,15675
37876,16495,2015,honda,accord,151633
37877,64500,2024,acura,mdx,20458
37878,34995,2021,lexus,nx,54871
37879,141977,2023,mercedes-benz,eqs,27123
37880,28730,2021,honda,accord sedan,123635
37881,32350,2020,mercedes-benz,glc,96000
37882,84290,2024,cadillac,lyriq,10
37883,14495,2018,kia,sportage,125092
37884,139888,2024,land rover,defender,11888
37885,21985,2020,ford,escape,35083
37886,21000,2018,ford,escape,127245
37887,65995,2023,ford,bronco,15164
37888,90681,2023,mercedes-benz,cla,90
37889,11990,2017,mazda,mazda3,177695
37890,33994,2020,audi,q5,58104
37891,19995,2017,chrysler,300,152393
37892,24800,2018,honda,civic hatchback,103748
37893,25668,2022,nissan,kicks,41455
37894,24995,2018,infiniti,qx60,80049
37895,29495,2019,volvo,xc60,99265
37896,41996,2023,volkswagen,atlas,41596
37897,70764,2024,ford,bronco,0
37898,49995,2018,ram,3500,177929
37899,20000,2019,hyundai,sonata,45000
37900,32995,2019,ford,f-150,155086
37901,29765,2022,hyundai,tucson,82057
37902,21655,2015,ford,f-150,200674
37903,41780,2019,chevrolet,silverado 1500,96996
37904,50039,2024,ford,bronco sport,19
37905,50736,2024,nissan,frontier,20
37906,58170,2024,ford,f-150,17
37907,41999,2021,lexus,rx,96092
37908,38894,2025,kia,sportage,15
37909,26348,2024,nissan,sentra,0
37910,84995,2023,ram,2500,49403
37911,34888,2024,kia,niro ev,7973
37912,113435,2024,ford,expedition,0
37913,69999,2025,ram,1500,17
37914,61898,2024,gmc,sierra 1500,10
37915,65020,2024,jeep,wrangler,16
37916,60930,2024,ford,f-150,300
37917,65208,2024,gmc,sierra 1500,48
37918,66721,2024,jeep,grand cherokee,21
37919,66881,2024,jeep,wrangler,0
37920,70748,2024,ram,1500,22
37921,78213,2024,ram,1500,113
37922,25950,2023,mitsubishi,rvr,21850
37923,52980,2024,chevrolet,silverado 1500,5
37924,18900,2012,mini,cooper convertible,48300
37925,48379,2024,chevrolet,blazer,0
37926,35305,2019,toyota,sienna,105388
37927,77154,2024,jeep,wrangler,25
37928,121645,2024,ram,3500,16
37929,79995,2023,bmw,x5,33074
37930,17548,2018,honda,accord sedan,201151
37931,22450,2022,hyundai,elantra,99000
37932,14800,2019,gmc,terrain,148421
37933,18888,2017,volkswagen,golf gti,99465
37934,61000,2023,land rover,range rover velar,7585
37935,64465,2022,toyota,tundra,49861
37936,21356,2016,mazda,cx-3,57209
37937,74992,2024,ram,1500,0
37938,73995,2024,ford,f-150,75
37939,24888,2021,mazda,mazda3,99973
37940,45858,2019,maserati,levante,89500
37941,51888,2022,ram,1500,46992
37942,20964,2018,volvo,xc90,180236
37943,130728,2024,dodge,durango,20
37944,7490,2016,chevrolet,cruze,197300
37945,38990,2020,ford,mustang,86020
37946,20399,2022,hyundai,venue,48419
37947,31470,2022,toyota,rav4,80923
37948,84589,2023,jeep,wagoneer,581
37949,27998,2019,chevrolet,colorado,46747
37950,36668,2020,land rover,range rover evoque,75708
37951,49993,2024,ram,1500,0
37952,63865,2024,ford,f-150,5
37953,77042,2024,audi,a5,90
37954,26995,2018,ram,2500,97000
37955,35888,2018,mercedes-benz,c-class,106489
37956,59428,2025,audi,q5,90
37957,39837,2019,mercedes-benz,e-class,67195
37958,34999,2020,lexus,es,114000
37959,23980,2018,subaru,forester,53976
37960,25499,2024,kia,forte,3712
37961,32725,2020,honda,pilot,101323
37962,19995,2018,mercedes-benz,gla,134000
37963,43900,2021,mercedes-benz,c-class,61737
37964,58900,2023,kia,ev6,300
37965,74999,2022,lexus,gx,37838
37966,58987,2024,kia,telluride,16158
37967,54790,2024,jeep,wrangler,0
37968,28418,2017,mercedes-benz,c-class,63335
37969,8990,2015,mazda,cx-5,222193
37970,50860,2024,hyundai,ioniq 6,21
37971,24895,2022,toyota,corolla,90172
37972,33888,2020,mercedes-benz,glc,70539
37973,24480,2019,kia,niro ev,66130
37974,69245,2024,ford,mustang,1
37975,69995,2024,ram,2500,4988
37976,53399,2024,hyundai,kona electric,128
37977,31888,2020,bmw,4 series,81297
37978,52698,2024,dodge,durango,14
37979,62079,2024,jeep,wrangler,0
37980,66988,2022,jeep,wagoneer,48548
37981,22899,2016,ford,explorer,132782
37982,31700,2017,chevrolet,silverado 1500,120859
37983,77900,2023,mercedes-benz,gle,9457
37984,55961,2022,dodge,durango,50941
37985,38995,2021,jeep,grand cherokee l,45862
37986,56227,2024,nissan,pathfinder,1478
37987,74995,2022,ram,2500,99220
37988,17888,2017,dodge,grand caravan,101035
37989,37907,2023,volkswagen,taos,4651
37990,26495,2020,chrysler,pacifica,79898
37991,74998,2021,mercedes-benz,gle,78139
37992,26500,2022,volkswagen,taos,40520
37993,34800,2022,bmw,x3,77322
37994,18997,2019,infiniti,qx60,145659
37995,19888,2019,honda,civic sedan,82393
37996,20498,2018,volkswagen,golf,103330
37997,29995,2020,chevrolet,silverado 1500,202000
37998,21990,2022,toyota,corolla,115000
37999,52800,2021,ford,super duty e-450 drw,65935
38000,31450,2020,mercedes-benz,glc,107000
38001,24988,2021,volkswagen,jetta,103000
38002,11795,2013,mercedes-benz,c-class,132262
38003,23846,2017,toyota,camry,44201
38004,70800,2024,dodge,hornet,797
38005,99741,2025,ram,1500,21
38006,20890,2019,honda,civic sedan,112175
38007,38998,2024,kia,sportage,3360
38008,32980,2021,jeep,cherokee,19600
38009,24950,2020,honda,civic sedan,51316
38010,22895,2016,toyota,highlander,119806
38011,23299,2021,volkswagen,jetta,90611
38012,35995,2024,mitsubishi,outlander,10489
38013,61899,2024,gmc,sierra 2500,3537
38014,21500,2023,nissan,versa,61113
38015,55495,2022,jeep,grand cherokee l,36548
38016,68500,2020,ford,f-350,159001
38017,116500,2023,mercedes-benz,gls,5138
38018,24418,2022,kia,forte,48716
38019,30995,2021,chevrolet,silverado 1500,57886
38020,46900,2021,chevrolet,tahoe,97414
38021,22995,2018,hyundai,ioniq,50000
38022,18950,2018,hyundai,santa fe sport,78900
38023,16750,2015,mercedes-benz,glk-class,143000
38024,33800,2019,jeep,wrangler,64182
38025,51989,2024,volkswagen,atlas,30233
38026,57745,2024,jeep,wrangler,0
38027,105487,2024,mercedes-benz,eqe,90
38028,69995,2022,ram,1500,28080
38029,89600,2025,ram,1500,51
38030,41863,2025,mazda,mazda3,25
38031,6990,2014,mitsubishi,outlander,244259
38032,53999,2021,audi,e-tron sportback,31544
38033,27599,2021,honda,civic sedan,57368
38034,45995,2023,audi,s3,52843
38035,18998,2015,hyundai,santa fe sport,91494
38036,26695,2021,mazda,cx-5,91072
38037,41995,2023,jeep,grand cherokee,62842
38038,38495,2020,honda,pilot,55173
38039,35495,2022,honda,cr-v,34816
38040,26400,2021,volkswagen,passat,76009
38041,10990,2017,nissan,sentra,137873
38042,62230,2024,chevrolet,silverado 1500,4826
38043,63340,2024,ford,f-150,46
38044,38495,2020,honda,pilot,55173
38045,65419,2023,ram,2500,20
38046,70894,2024,chevrolet,silverado 1500,10
38047,31635,2020,acura,mdx,101722
38048,78377,2024,ram,1500,50
38049,13990,2015,jeep,grand cherokee,212923
38050,68252,2024,chevrolet,silverado 1500,12
38051,47707,2022,chrysler,pacifica,88092
38052,34110,2022,cadillac,xt5,84757
38053,27888,2020,volkswagen,tiguan,81357
38054,39995,2022,subaru,wrx,22417
38055,86595,2024,ram,2500,0
38056,51995,2022,audi,q7,45946
38057,121871,2024,jeep,grand wagoneer,56
38058,14888,2016,hyundai,santa fe sport,126879
38059,20497,2017,gmc,sierra 1500,258402
38060,25414,2023,mazda,mazda3,13958
38061,29900,2022,dodge,charger,77898
38062,75095,2023,ford,bronco,148
38063,57890,2024,ford,mustang mach-e,0
38064,27999,2023,volkswagen,taos,63600
38065,25450,2019,honda,cr-v,125410
38066,48999,2022,ford,unspecified,64053
38067,25799,2024,kia,forte,2530
38068,32750,2023,ford,edge,67909
38069,38499,2022,jeep,grand cherokee wk,52925
38070,41490,2024,mini,countryman,11492
38071,37990,2023,ford,escape,41495
38072,45907,2021,dodge,durango,44237
38073,54495,2024,toyota,rav4 prime,26949
38074,55406,2024,jeep,grand cherokee,0
38075,72712,2023,gmc,sierra 1500,37341
38076,55548,2025,ram,1500,0
38077,109995,2020,bmw,m2,13325
38078,28990,2023,toyota,corolla,50392
38079,28990,2023,jeep,cherokee,50392
38080,166200,2017,porsche,911,47990
38081,78220,2024,ram,1500,36
38082,26497,2022,jeep,compass,78938
38083,42995,2022,ford,maverick,20294
38084,9990,2015,nissan,rogue,163145
38085,74992,2024,ram,1500,0
38086,62795,2024,ford,f-150,20
38087,14500,2013,ford,f-150,289000
38088,23299,2021,mazda,cx-3,98148
38089,25987,2021,ford,escape,80414
38090,50925,2025,mazda,cx-50,1249
38091,20890,2019,ford,edge,100896
38092,55059,2024,ford,bronco,0
38093,43150,2024,honda,cr-v,13576
38094,26888,2021,mini,3 door,47900
38095,47880,2023,ford,edge,12250
38096,91890,2020,lexus,lx,80956
38097,71888,2024,jaguar,f-pace,16616
38098,7094,2012,gmc,acadia,195345
38099,44880,2023,hyundai,palisade,33880
38100,62795,2024,ford,f-150,20
38101,23995,2019,toyota,corolla,13155
38102,62895,2023,ford,f-150,44721
38103,91890,2020,lexus,lx,80956
38104,68499,2023,mercedes-benz,glc,9000
38105,29996,2024,hyundai,elantra,588
38106,31197,2023,volkswagen,taos,5928
38107,39998,2020,ram,1500,167209
38108,39790,2024,mini,3 door,2588
38109,8288,2012,volkswagen,touareg,164254
38110,34196,2020,hyundai,palisade,98122
38111,40695,2024,volkswagen,taos,90
38112,49988,2023,chevrolet,camaro,27
38113,53644,2024,kia,telluride,15
38114,67633,2024,jeep,wrangler,0
38115,70155,2024,ford,f-150,51
38116,23013,2020,hyundai,santa fe,131685
38117,23013,2022,hyundai,elantra,33317
38118,43888,2022,ford,mustang,18248
38119,21985,2021,hyundai,tucson,98630
38120,51903,2021,gmc,sierra 1500,93265
38121,24497,2020,nissan,rogue,74639
38123,37584,2024,ford,bronco sport,0
38124,106075,2024,ford,expedition,4502
38125,40195,2024,volkswagen,taos,90
38126,29990,2023,toyota,corolla,52167
38127,10800,2010,jeep,wrangler,246000
38128,37995,2017,ram,1500,45300
38129,31988,2024,kia,seltos,51313
38130,38255,2023,jeep,renegade,0
38131,54995,2021,bmw,3 series,47600
38132,47770,2024,infiniti,qx50,3500
38133,95360,2024,ram,2500,0
38134,19999,2014,ram,1500,118080
38136,36900,2017,bmw,x5,135270
38137,29385,2022,subaru,legacy,27194
38138,23980,2017,honda,civic hatchback,38110
38139,16990,2018,audi,q3,135102
38140,21990,2022,hyundai,elantra,40510
38141,57997,2024,audi,a4,5259
38142,22395,2022,mitsubishi,rvr,76561
38143,80898,2021,audi,sq8,51967
38144,8990,2014,ford,explorer,240035
38145,105942,2024,ford,f-350,57
38146,25795,2018,honda,accord sedan,46063
38148,62148,2022,jeep,grand cherokee,5970
38149,33992,2021,cadillac,ct4,60607
38150,115930,2024,ford,f-250,5
38151,20850,2021,hyundai,elantra,78000
38152,27397,2022,ford,escape,73817
38153,12988,2015,hyundai,santa fe xl,179022
38154,24995,2021,mini,5 door,71871
38155,24600,2023,hyundai,elantra,30826
38156,33794,2021,buick,envision,57386
38157,33998,2019,jeep,wrangler,75977
38158,28000,2020,mitsubishi,outlander phev,66904
38159,35500,2022,buick,envision,55847
38160,47999,2020,ford,f-150,135862
38161,25950,2023,mitsubishi,rvr,28307
38162,34211,2021,jeep,grand cherokee,82609
38163,29635,2022,toyota,corolla cross,33990
38164,70293,2024,chrysler,pacifica hybrid,0
38165,114150,2024,jaguar,i-pace,90
38166,53703,2023,ram,1500 classic,174
38167,66138,2024,chevrolet,blazer ev,14
38168,99999,2024,dodge,durango,10
38169,42995,2021,chevrolet,silverado 1500,108579
38170,8999,2015,dodge,journey,132718
38171,44165,2024,audi,q3,10355
38172,77110,2022,ram,2500,45896
38173,59083,2024,chevrolet,silverado 1500,5
38174,24651,2020,genesis,g70,101270
38175,500,2003,volvo,s80,288359
38176,44899,2024,bmw,2 series,12745
38177,20990,2018,bmw,4 series,149617
38178,35895,2022,kia,sorento,58374
38179,27400,2020,mercedes-benz,gla,92000
38180,32749,2022,jeep,compass,30852
38181,62449,2023,mercedes-benz,glc,23713
38182,31888,2021,buick,envision,67300
38183,15995,2014,infiniti,q50,114000
38184,33997,2023,infiniti,q50,18356
38185,20999,2021,kia,soul,98415
38186,17990,2017,subaru,legacy,141863
38187,50974,2024,kia,sorento,11
38188,56900,2024,cadillac,xt4,2185
38189,22199,2022,hyundai,elantra,71487
38190,26995,2022,hyundai,tucson,80017
38191,40162,2023,audi,a4,37013
38192,67500,2024,ford,mustang,102
38193,48730,2020,mercedes-benz,e-class,114758
38194,20995,2021,chevrolet,trailblazer,96692
38195,22995,2022,mitsubishi,eclipse cross,106154
38196,39995,2023,jeep,grand cherokee,59198
38197,48995,2024,kia,sorento,6633
38198,56812,2023,cadillac,xt6,40826
38199,19999,2017,honda,civic sedan,119773
38200,49992,2024,ram,1500,0
38201,22888,2022,hyundai,elantra,43000
38202,28888,2020,mercedes-benz,c-class,99239
38203,99995,2024,dodge,durango,5
38204,31485,2020,mazda,cx-9,80158
38205,31456,2023,chevrolet,blazer,59149
38206,27595,2018,volvo,xc90,115560
38207,23984,2019,jeep,cherokee,123938
38208,39995,2022,honda,pilot,97859
38209,18950,2018,hyundai,santa fe sport,78900
38210,31812,2023,buick,encore gx,24207
38211,52912,2023,jeep,grand cherokee l,21896
38212,10479,2015,volkswagen,golf,118930
38213,30997,2022,chrysler,300,84761
38214,21655,2015,ford,f-150,200674
38215,36898,2020,lexus,es,69561
38216,16990,2018,honda,civic sedan,79479
38217,27490,2018,jeep,wrangler,83891
38218,58065,2020,land rover,range rover sport,54269
38219,22795,2017,chevrolet,camaro,86366
38220,17200,2017,chevrolet,silverado 1500,239087
38221,8997,2015,honda,cr-v,225500
38222,26999,2023,nissan,rogue,57890
38223,52507,2020,audi,q8,81422
38224,46988,2022,tesla,model 3,46174
38225,59699,2024,jeep,wrangler,1084
38226,63060,2024,jeep,wrangler,0
38227,23896,2022,ford,escape,79168
38228,45990,2022,audi,q4 e-tron sportback,19738
38229,29799,2019,audi,a3,59008
38230,41647,2023,honda,cr-v hybrid,17907
38231,22999,2019,honda,civic sedan,54500
38232,24988,2023,kia,forte,15188
38233,47290,2024,volkswagen,golf r,19676
38234,109988,2023,chevrolet,corvette,9581
38235,63820,2025,infiniti,qx60,25
38236,11990,2015,nissan,pathfinder,176589
38237,13989,2017,hyundai,tucson,144962
38238,39839,2023,buick,envision,8563
38239,44198,2024,ford,escape,0
38240,47245,2024,volkswagen,tiguan,10
38241,60015,2024,chrysler,pacifica,4
38242,60580,2024,ford,f-150,17
38243,107998,2024,jeep,wrangler,16
38244,134321,2023,bmw,x6 m,9073
38245,25950,2021,infiniti,qx50,89272
38246,23888,2017,toyota,sienna,133899
38247,34700,2020,land rover,range rover evoque,31000
38248,68310,2024,ford,f-150,5
38249,38349,2024,chevrolet,malibu,15
38250,5990,2010,mazda,mazda3,133073
38251,17988,2021,chevrolet,spark,63974
38252,18898,2020,nissan,sentra,48320
38253,65084,2024,mercedes-benz,glc,7622
38254,32995,2021,jeep,wrangler,40746
38255,71900,2022,chevrolet,suburban,57776
38256,20999,2015,acura,rdx,72521
38257,599999,2019,lamborghini,aventador,11060
38258,53900,2023,mercedes-benz,glb,12482
38259,23688,2018,audi,q3,84618
38260,123880,2024,bmw,x7,90
38261,40488,2024,volkswagen,golf gti,90
38262,62644,2024,kia,telluride,24
38263,243392,2024,mercedes-benz,amg gt,90
38264,38980,2022,jeep,cherokee,37340
38265,15999,2017,nissan,murano,141346
38266,24988,2023,kia,forte,20741
38267,71987,2022,chevrolet,tahoe,55282
38268,88070,2024,infiniti,qx80,25
38269,36595,2022,ford,maverick,48895
38270,31999,2020,ford,mustang,35671
38271,30595,2022,chevrolet,bolt euv,63671
38272,56995,2021,ford,mustang mach-e,28375
38273,79995,2019,chevrolet,corvette,22000
38274,38693,2021,toyota,rav4,67775
38275,59990,2020,ram,2500,146000
38276,87995,2023,ram,3500,69336
38277,43445,2022,kia,unspecified,58137
38278,22980,2018,dodge,journey,53831
38279,30755,2025,chevrolet,trailblazer,50
38280,38444,2022,chrysler,pacifica,100877
38281,81805,2024,ram,3500,26
38282,17995,2017,jeep,cherokee,128000
38283,63795,2023,ford,expedition,106518
38284,52975,2024,bmw,x1,11643
38285,39888,2014,bmw,m6,84065
38286,106075,2024,ford,expedition,4502
38287,27479,2016,toyota,tundra,141376
38288,99185,2024,gmc,yukon,8
38289,40295,2024,gmc,terrain,12853
38290,34888,2020,volvo,xc60,48746
38291,64907,2020,ram,3500,101526
38292,23495,2022,ford,escape,85759
38293,51995,2022,ford,f-350,67399
38294,25490,2019,ram,1500 classic,122402
38295,71379,2024,jeep,grand cherokee,20
38296,21495,2020,ford,edge,124465
38297,47885,2024,volkswagen,golf r,10003
38298,123749,2024,chevrolet,corvette,10
38299,28499,2022,toyota,prius prime,38713
38300,27990,2023,hyundai,elantra,56378
38301,78995,2024,ram,2500,5250
38302,84590,2024,ford,f-150,24
38303,25471,2018,honda,accord sedan,98287
38304,51888,2022,ram,1500,47686
38305,56907,2024,volkswagen,atlas,19529
38306,45683,2023,ford,explorer,32782
38307,69752,2018,mercedes-benz,e-class,82538
38308,49798,2021,jeep,grand cherokee l,75898
38309,42784,2024,ford,bronco sport,10
38310,51894,2025,kia,carnival,25
38311,69995,2023,jeep,grand cherokee,33100
38312,67998,2024,ford,f-150,10
38313,108475,2023,jeep,grand wagoneer,6500
38314,44995,2023,chrysler,pacifica,61936
38315,14500,2017,jeep,patriot,123300
38316,32725,2020,honda,pilot,101323
38317,14250,2015,hyundai,sonata,117870
38318,19977,2022,kia,soul,82120
38319,22490,2019,hyundai,kona,57037
38320,40253,2019,ram,2500,70578
38321,63988,2023,toyota,tundra,47753
38322,48788,2023,chrysler,pacifica,10500
38323,32750,2023,chevrolet,bolt euv,15650
38324,56940,2024,jeep,wrangler,0
38325,32967,2017,jeep,wrangler,98050
38326,23900,2012,bmw,6 series,98147
38327,42860,2019,chevrolet,silverado 1500,80659
38328,22387,2021,volkswagen,tiguan,165124
38329,39633,2023,nissan,murano,50359
38330,55988,2024,jeep,grand cherokee l,69
38331,95839,2025,ram,1500,3983
38332,29444,2024,toyota,corolla,26495
38333,4990,2010,mazda,mazda3,234000
38334,9991,2018,dodge,grand caravan,258478
38335,11999,2013,honda,accord sedan,150070
38336,64995,2024,ford,bronco,13291
38337,50099,2024,hyundai,santa cruz,7713
38338,52999,2024,kia,ev6,11035
38339,64010,2024,ford,f-150,99
38340,38598,2022,chevrolet,silverado 1500,88899
38341,64995,2019,land rover,range rover,73618
38342,24099,2019,ford,edge,107370
38343,79789,2023,jeep,grand cherokee,10
38344,27495,2022,ford,escape,81619
38345,69929,2024,ford,f-150,11
38346,66928,2024,ford,f-150,12
38347,18450,2021,kia,forte,106355
38348,34992,2022,hyundai,sonata hybrid,80492
38349,36290,2024,ford,bronco sport,65
38350,40499,2025,hyundai,tucson,807
38351,50500,2018,bmw,m2,67000
38352,63801,2024,volvo,xc90,19355
38353,79888,2022,ram,3500,19930
38354,14988,2015,ram,1500,226473
38355,29950,2021,volkswagen,atlas cross sport,89000
38356,41987,2022,mercedes-benz,metris passenger van,72619
38357,29997,2024,kia,seltos,27524
38358,43000,2020,chevrolet,silverado 1500,145300
38359,14999,2017,mini,cooper countryman,112133
38360,56995,2022,ram,2500,160499
38361,43995,2018,ram,2500,194045
38362,20199,2021,hyundai,elantra,80394
38363,24295,2018,ford,edge,97750
38364,69995,2022,ram,2500,92023
38365,50995,2022,jeep,grand cherokee,16890
38366,11888,1998,bmw,3 series,157339
38367,38999,2021,honda,ridgeline,71632
38368,34999,2021,toyota,camry,66535
38369,34999,2021,chrysler,pacifica,66535
38370,24680,2018,gmc,terrain,102440
38371,49999,2004,hummer,h2,57000
38372,11000,2015,chrysler,town %26 country,147354
38373,73667,2023,bmw,4 series,9717
38374,78850,2023,jeep,wagoneer,32137
38375,133298,2023,porsche,718 boxster,5677
38376,49958,2022,ram,1500,63919
38377,129770,2024,audi,sq8,3725
38378,28000,2020,tesla,model 3,79850
38379,67845,2024,ford,f-150,6059
38380,46795,2024,jeep,wrangler,0
38381,70209,2024,ford,f-150,0
38382,38995,2020,land rover,range rover evoque,21039
38383,35990,2023,hyundai,tucson,48328
38384,18999,2018,nissan,rogue,84277
38385,61240,2024,ford,ranger,25
38386,16990,2017,acura,ilx,146000
38387,14888,2016,volvo,s60,104950
38388,35995,2022,jeep,cherokee,10556
38389,95500,2023,ford,f-150,26382
38390,9648,2014,ford,fusion,115000
38391,76321,2000,bmw,z3 m,43832
38392,23954,2021,ford,escape,18696
38393,142247,2023,porsche,taycan,5944
38394,48995,2024,kia,sorento,6633
38395,67995,2020,ram,2500,73179
38396,16995,2018,mazda,mazda3,83900
38397,21995,2020,ford,fusion,87240
38398,26333,2024,kia,forte,2718
